step,time,alive,remaining_fraction
1871,1871.0,2868,0.05736
1872,1872.0,2863,0.05726
1873,1873.0,2858,0.05716
1874,1874.0,2852,0.05704
1875,1875.0,2846,0.05692
1876,1876.0,2839,0.05678
1877,1877.0,2834,0.05668
1878,1878.0,2827,0.05654
1879,1879.0,2823,0.05646
1880,1880.0,2817,0.05634
1881,1881.0,2812,0.05624
1882,1882.0,2804,0.05608
1883,1883.0,2800,0.056
1884,1884.0,2793,0.05586
1885,1885.0,2787,0.05574
1886,1886.0,2781,0.05562
1887,1887.0,2776,0.05552
1888,1888.0,2771,0.05542
1889,1889.0,2764,0.05528
1890,1890.0,2761,0.05522
1891,1891.0,2754,0.05508
1892,1892.0,2749,0.05498
1893,1893.0,2742,0.05484
1894,1894.0,2736,0.05472
1895,1895.0,2730,0.0546
1896,1896.0,2722,0.05444
1897,1897.0,2717,0.05434
1898,1898.0,2711,0.05422
1899,1899.0,2706,0.05412
1900,1900.0,2700,0.054
1901,1901.0,2695,0.0539
1902,1902.0,2688,0.05376
1903,1903.0,2682,0.05364
1904,1904.0,2678,0.05356
1905,1905.0,2670,0.0534
1906,1906.0,2665,0.0533
1907,1907.0,2659,0.05318
1908,1908.0,2653,0.05306
1909,1909.0,2647,0.05294
1910,1910.0,2642,0.05284
1911,1911.0,2634,0.05268
1912,1912.0,2628,0.05256
1913,1913.0,2624,0.05248
1914,1914.0,2618,0.05236
1915,1915.0,2612,0.05224
1916,1916.0,2605,0.0521
1917,1917.0,2599,0.05198
1918,1918.0,2592,0.05184
1919,1919.0,2588,0.05176
1920,1920.0,2581,0.05162
1921,1921.0,2576,0.05152
1922,1922.0,2569,0.05138
1923,1923.0,2564,0.05128
1924,1924.0,2558,0.05116
1925,1925.0,2552,0.05104
1926,1926.0,2546,0.05092
1927,1927.0,2539,0.05078
1928,1928.0,2536,0.05072
1929,1929.0,2528,0.05056
1930,1930.0,2523,0.05046
1931,1931.0,2516,0.05032
1932,1932.0,2509,0.05018
1933,1933.0,2504,0.05008
1934,1933.7,2500,0.05
